Community,Humidity,LGA,Latitude,Longitude,Month,NDVI,PopulationDensity,Rainfall,Temperature,Year,Month_Num,prevalence
Egbeda,87.49842057338756,Alimosho,6.6056,3.2654,2021-08,0.06505,18111.0625,151.87522077560425,25.099636701358406,2021,8,24.04873360145001
Idimu,87.49842057338756,Alimosho,6.6278,3.2701,2021-08,0.0673,15481.80957,151.87522077560425,25.099636701358406,2021,8,25.382201067536027
Akowonjo,87.49842057338756,Alimosho,6.6112,3.2527,2021-08,0.10855,16352.66016,151.87522077560425,25.099636701358406,2021,8,23.271364707583714
Abule Egba,86.99521004,Alimosho,6.6223,3.2478,2021-08,0.0741,7288.07666,163.74098348617554,25.04589426184208,2021,8,26.165920152448894
Festac Town,85.85846936753084,Amuwo-Odofin,6.4667,3.2833,2021-08,0.1243,6223.310059,190.0299087,25.353332937917344,2021,8,25.94245779424118
Satellite Town,85.85846936753084,Amuwo-Odofin,6.4503,3.2665,2021-08,0.21485,6147.958008,190.0299087,25.353332937917344,2021,8,29.203606568071134
Kirikiri,85.85846936753084,Amuwo-Odofin,6.4601,3.3002,2021-08,0.18505,9774.135742,190.0299087,25.353332937917344,2021,8,29.996561350096293
Ijegun,85.85846936753084,Amuwo-Odofin,6.4725,3.2754,2021-08,0.1559,6560.378906,190.0299087,25.353332937917344,2021,8,30.893784308896407
Agboju,85.85846936753084,Amuwo-Odofin,6.4556,3.2908,2021-08,0.1935,5521.639648,190.0299087,25.353332937917344,2021,8,30.271318946363124
Apapa Wharf,85.97134880344912,Apapa,6.4389,3.3667,2021-08,0.08955,6621.325195,143.36235570907593,25.510793140370424,2021,8,22.945163135069212
Ijora Oloye,85.97134880344912,Apapa,6.4456,3.3554,2021-08,0.4349,10538.95508,143.36235570907593,25.510793140370424,2021,8,26.49586466324778
Olodi,85.97134880344912,Apapa,6.4321,3.3602,2021-08,0.0452,2067.273926,143.36235570907593,25.510793140370424,2021,8,24.31681096415888
Tincan Island,83.62097496220595,Apapa,6.4278,3.3501,2021-08,0.0577,1358.343505859375,161.79239559173584,27.283807373046898,2021,8,24.592121040387358
Sari Iganmu,85.97134880344912,Apapa,6.4403,3.3705,2021-08,0.07795,6621.325195,143.36235570907593,25.510793140370424,2021,8,25.30369638686998
Badagry Town,84.98223951004174,Badagry,6.4167,2.8833,2021-08,0.20595,1841.502441,86.44402742385864,25.455982257473863,2021,8,27.234726804137352
Topo,84.98223951004174,Badagry,6.4002,2.8701,2021-08,0.3988,581.0872192382812,126.1106457710266,25.455982257473863,2021,8,27.96278017136352
Ajido,84.98223951004174,Badagry,6.4256,2.8954,2021-08,0.3717,1825.1571044921875,86.44402742385864,25.455982257473863,2021,8,26.767937211359587
Iworo,84.98223951004174,Badagry,6.4103,2.8608,2021-08,0.51385,781.3859863,86.44402742385864,25.455982257473863,2021,8,26.943577865719703
Seme,84.98223951004174,Badagry,6.4301,2.9056,2021-08,0.25055,1364.1773681640625,96.43542909622192,25.455982257473863,2021,8,26.241390164693534
Epe Town,88.65559714614784,Epe,6.5833,3.9833,2021-08,0.2481,2684.831543,207.94414377212524,25.116650415235995,2021,8,27.840020499980326
Ejinrin,88.65559714614784,Epe,6.5701,3.9702,2021-08,0.2539,183.76519775390625,207.94414377212524,25.116650415235995,2021,8,27.51763746088534
Ise,88.65559714614784,Epe,6.5954,3.9956,2021-08,0.29005,1798.640137,207.94414377212524,25.116650415235995,2021,8,27.944064485232847
Odomola,88.65559714614784,Epe,6.5608,3.9603,2021-08,0.15105,326.5197754,207.94414377212524,25.116650415235995,2021,8,29.945777535098046
Agbowa,88.65559714614784,Epe,6.5756,3.9754,2021-08,0.166,1856.0240478515625,207.94414377212524,25.116650415235995,2021,8,28.52188445262128
Victoria Island,85.97134880344912,Eti-Osa,6.4286,3.4186,2021-08,0.166,6075.92627,149.5113081932068,25.510793140370424,2021,8,31.634441796595876
Lekki Phase 1,83.62097496220595,Eti-Osa,6.4167,3.4667,2021-08,0.186025,2812.932617,154.73271369934082,27.283807373046898,2021,8,29.27980882699073
Ikoyi,85.97134880344912,Eti-Osa,6.4444,3.4333,2021-08,0.055,6226.674316,149.5113081932068,25.510793140370424,2021,8,25.268127513573162
Ajah,83.62097496220595,Eti-Osa,6.4003,3.4832,2021-08,0.186025,2198.556641,126.1106457710266,27.283807373046898,2021,8,27.982019459922114
Sangotedo,83.62097496220595,Eti-Osa,6.3901,3.5005,2021-08,0.186025,1732.330566,126.1106457710266,27.283807373046898,2021,8,29.605532218795734
Ibeju,86.92154726695223,Ibeju-Lekki,6.4667,3.6667,2021-08,0.3262,721.3165893554686,200.9196662902832,25.36853266,2021,8,27.374065928492932
Lekki Free Zone,86.92154726695223,Ibeju-Lekki,6.4502,3.6832,2021-08,0.20495,730.3173828,200.9196662902832,25.36853266,2021,8,28.36551303211943
Akodo,87.07228103654728,Ibeju-Lekki,6.4756,3.6501,2021-08,0.31105,1351.589844,203.40874338150024,25.35535694245368,2021,8,30.59761884097768
Orimedu,86.92154726695223,Ibeju-Lekki,6.4603,3.6705,2021-08,0.30355,873.1000366210938,200.9196662902832,25.36853266,2021,8,27.91700604835446
Eleko,87.07228103654728,Ibeju-Lekki,6.4801,3.6408,2021-08,0.2311,1107.6112060546875,203.40874338150024,25.35535694245368,2021,8,29.042763056801025
Ogba,87.49842057338756,Ifako-Ijaye,6.6333,3.3333,2021-08,0.0434,12061.75391,186.33633184432983,25.099636701358406,2021,8,24.27644898029122
Iju Ishaga,87.49842057338756,Ifako-Ijaye,6.6502,3.3201,2021-08,0.06195,28389.60547,186.33633184432983,25.099636701358406,2021,8,26.056165876473795
Ojodu,87.49842057338756,Ifako-Ijaye,6.6403,3.3405,2021-08,0.0602,11477.36816,186.33633184432983,25.099636701358406,2021,8,26.750426041052616
Alagbado,87.41771423,Ifako-Ijaye,6.6601,3.3108,2021-08,0.0775,29026.18164,179.0764284133911,24.96057630149272,2021,8,25.46418730918299
Ijaiye,87.49842057338756,Ifako-Ijaye,6.6205,3.3254,2021-08,0.20095,18660.7168,186.33633184432983,25.099636701358406,2021,8,30.79295667159989
Maryland,87.69026167978143,Ikeja,6.575,3.365,2021-08,0.09655,25513,222.8879313468933,25.18264451385835,2021,8,25.701204318136522
Oregun,87.69026167978143,Ikeja,6.5667,3.3702,2021-08,0.08395,29538.03516,222.8879313468933,25.18264451385835,2021,8,25.025698722877273
Alausa,87.49842057338756,Ikeja,6.5833,3.3501,2021-08,0.1448,29430.25586,225.78689670562744,25.099636701358406,2021,8,27.46402546425502
Ojota,87.69026167978143,Ikeja,6.5603,3.3805,2021-08,0.12075,25997.7793,222.8879313468933,25.18264451385835,2021,8,26.566830704968513
Onigbongbo,87.69026167978143,Ikeja,6.5901,3.3608,2021-08,0.10015,25328.87695,222.8879313468933,25.18264451385835,2021,8,25.61526234489824
Odogunyan,88.41588884074166,Ikorodu,6.6833,3.5167,2021-08,0.50315,3052.742188,175.15476608276367,24.978233181533028,2021,8,25.935563443189835
Igbogbo,88.41588884074166,Ikorodu,6.6702,3.5301,2021-08,0.1637,3572.070801,175.15476608276367,24.978233181533028,2021,8,27.578779225110452
Imota,88.87967464914675,Ikorodu,6.6603,3.5505,2021-08,0.20075,1285.665527,196.2623233795166,24.91873637373732,2021,8,28.102594168827533
Ijede,88.41588884074166,Ikorodu,6.6901,3.5408,2021-08,0.3747,1270.9117431640625,175.15476608276367,24.978233181533028,2021,8,27.490095949464994
Agura,88.41588884074166,Ikorodu,6.6756,3.5203,2021-08,0.39645,3621.723633,175.15476608276367,24.978233181533028,2021,8,28.000149818010822
Ketu,87.69026167978143,Kosofe,6.5833,3.3833,2021-08,0.08455,25533.94531,222.8879313468933,25.18264451385835,2021,8,25.523843365803547
Mile 12,87.69026167978143,Kosofe,6.5702,3.3901,2021-08,0.11125,16760.66211,222.8879313468933,25.18264451385835,2021,8,23.491016043329257
Ojodu Berger,87.69026167978143,Kosofe,6.5903,3.3705,2021-08,0.11125,22570.35742,222.8879313468933,25.18264451385835,2021,8,25.757152668954923
Magodo,87.69026167978143,Kosofe,6.6001,3.3608,2021-08,0.10805,28963.81055,209.03660488128665,25.18264451385835,2021,8,26.551441226244613
Alapere,87.69026167978143,Kosofe,6.5656,3.3954,2021-08,0.1879,17359.45313,222.8879313468933,25.18264451385835,2021,8,29.31134400183056
Idumota,86.79789841088594,Lagos Island,6.4556,3.4,2021-08,0.05705,15736.19824,176.02324676513672,25.38544136785692,2021,8,24.829519869482066
Ebute Elefun,86.79789841088594,Lagos Island,6.4503,3.4102,2021-08,0.0858,15303.74219,183.2957184314728,25.38544136785692,2021,8,24.58266129847635
Isale Eko,86.79789841088594,Lagos Island,6.4601,3.3954,2021-08,0.17435,10023.75195,176.02324676513672,25.38544136785692,2021,8,27.99470735623359
Obalende,85.97134880344912,Lagos Island,6.4456,3.4205,2021-08,0.10275,6374.598633,149.5113081932068,25.510793140370424,2021,8,23.672768191514287
Dolphin Estate,86.79789841088594,Lagos Island,6.4654,3.4056,2021-08,0.0444,3760.239013671875,183.2957184314728,25.38544136785692,2021,8,22.199832638070088
Yaba,86.79789841088594,Lagos Mainland,6.5167,3.3833,2021-08,0.07615,17687.57617,233.49445819854736,25.38544136785692,2021,8,24.27253856913241
Ebute Metta,86.79789841088594,Lagos Mainland,6.5002,3.3901,2021-08,0.05,16753.43164,233.49445819854736,25.38544136785692,2021,8,24.050608037162938
Iwaya,86.79789841088594,Lagos Mainland,6.5103,3.3705,2021-08,0.05325,25421.75391,233.49445819854736,25.38544136785692,2021,8,24.634281150026133
Makoko,86.79789841088594,Lagos Mainland,6.4901,3.4008,2021-08,0.186025,7810.135742,183.2957184314728,25.38544136785692,2021,8,26.33367437795732
Otto,86.79789841088594,Lagos Mainland,6.5205,3.3603,2021-08,0.06415,27635.09375,233.49445819854736,25.38544136785692,2021,8,23.876358888512993
Idi Araba,85.85846936753084,Mushin,6.5333,3.3333,2021-08,0.0927,63879.60156,258.17796087265015,25.353332937917344,2021,8,22.875174793040607
Itire,85.85846936753084,Mushin,6.5202,3.3401,2021-08,0.05725,26604.125,258.17796087265015,25.353332937917344,2021,8,25.505286183270872
Ilupeju,85.85846936753084,Mushin,6.5403,3.3505,2021-08,0.13715,55856.90234,258.17796087265015,25.353332937917344,2021,8,22.503522637080327
Papa Ajao,85.85846936753084,Mushin,6.5301,3.3208,2021-08,0.0931,32508.74414,258.17796087265015,25.353332937917344,2021,8,25.701253995651005
Ladipo,85.85846936753084,Mushin,6.5105,3.3303,2021-08,0.0375,29023.78516,258.17796087265015,25.353332937917344,2021,8,25.56848672005303
Iba,85.94487525896109,Ojo,6.4667,3.2167,2021-08,0.3559,4076.252441,187.5575418,25.25926004225209,2021,8,28.142279622306315
Okokomaiko,85.94487525896109,Ojo,6.4502,3.2001,2021-08,0.1286,6108.10791,187.5575418,25.25926004225209,2021,8,23.705479613816202
Ajangbadi,85.94487525896109,Ojo,6.4756,3.2305,2021-08,0.44705,2386.742431640625,187.5575418,25.25926004225209,2021,8,27.331207312180208
Ilogbo,85.94487525896109,Ojo,6.4603,3.2108,2021-08,0.1372,8872.575195,187.5575418,25.25926004225209,2021,8,23.739654534751867
Shibiri,85.94487525896109,Ojo,6.4801,3.2254,2021-08,0.3452,2386.742431640625,187.5575418,25.25926004225209,2021,8,27.02245878747039
Isolo,85.85846936753084,Oshodi-Isolo,6.5333,3.3167,2021-08,0.0907,22774.2832,258.17796087265015,25.353332937917344,2021,8,25.019026364082723
Ejigbo,87.49842057338756,Oshodi-Isolo,6.5502,3.3101,2021-08,0.1096,13347.73047,225.78689670562744,25.099636701358406,2021,8,25.084636704187695
Okota,85.85846936753084,Oshodi-Isolo,6.5203,3.3205,2021-08,0.11345,24174.91211,258.17796087265015,25.353332937917344,2021,8,24.849449865887884
Mafoluku,85.85846936753084,Oshodi-Isolo,6.5401,3.3308,2021-08,0.09475,40985.85938,258.17796087265015,25.353332937917344,2021,8,26.948894980114797
Ajao Estate,85.85846936753084,Oshodi-Isolo,6.5305,3.3003,2021-08,0.0714,20912.54492,225.4860029220581,25.353332937917344,2021,8,23.90050548680505
Bariga,86.79789841088594,Shomolu,6.5333,3.3833,2021-08,0.04825,30146.36328,233.49445819854736,25.38544136785692,2021,8,25.178990663255806
Gbagada,86.79789841088594,Shomolu,6.5202,3.3901,2021-08,0.10825,17687.57617,233.49445819854736,25.38544136785692,2021,8,23.81163617022156
Abule Ijesha,86.79789841088594,Shomolu,6.5403,3.3705,2021-08,0.0906,37081.16797,233.49445819854736,25.38544136785692,2021,8,26.528981034836768
Pedro,86.79789841088594,Shomolu,6.5101,3.3808,2021-08,0.0584,23206.38086,233.49445819854736,25.38544136785692,2021,8,24.913617560004695
Onipanu,86.79789841088594,Shomolu,6.5305,3.3603,2021-08,0.0497,27363.66016,233.49445819854736,25.38544136785692,2021,8,26.397706846885804
Aguda,85.85846936753084,Surulere,6.5,3.35,2021-08,0.0535,24683.78125,258.17796087265015,25.353332937917344,2021,8,22.97936259754911
Ijesha,85.85846936753084,Surulere,6.5102,3.3401,2021-08,0.04025,26774.75977,258.17796087265015,25.353332937917344,2021,8,25.386883516949627
Coker,86.79789841088594,Surulere,6.4903,3.3605,2021-08,0.088,23246.90234,176.02324676513672,25.38544136785692,2021,8,25.354553766209516
Itire-Ikate,85.85846936753084,Surulere,6.5201,3.3308,2021-08,0.06525,21109.36523,258.17796087265015,25.353332937917344,2021,8,24.047738212115995
Obele,86.79789841088594,Surulere,6.5005,3.3703,2021-08,0.12075,19471.44141,233.49445819854736,25.38544136785692,2021,8,25.117865857897538
Orile Agege,88.62226602934399,Agege,6.6225,3.3105,2021-09,0.10515,27114.00586,334.0206013,25.49547926584881,2021,9,25.557053728153257
Dopemu,88.62226602934399,Agege,6.6167,3.3142,2021-09,0.11275,27114.00586,334.0206013,25.49547926584881,2021,9,27.48368961843921
Onipetesi,88.62226602934399,Agege,6.6278,3.3068,2021-09,0.12515,44994.89063,334.0206013,25.49547926584881,2021,9,24.650420904453057
Isale Odo,88.62226602934399,Agege,6.6189,3.3201,2021-09,0.0992,31679.82422,334.0206013,25.49547926584881,2021,9,25.83959790020699
Mangoro,88.62226602934399,Agege,6.6302,3.3165,2021-09,0.1655,44820.63281,334.0206013,25.49547926584881,2021,9,23.144537065148185
Ajegunle,86.86685599409307,Ajeromi-Ifelodun,6.4531,3.3398,2021-09,0.20985,52191.71094,278.7657380104065,25.73562954796688,2021,9,24.698483874235567
Amukoko,83.62097496220595,Ajeromi-Ifelodun,6.4467,3.3332,2021-09,0.12495,11885.57422,313.76111602783203,27.283807373046898,2021,9,26.026210860720848
Ijora,86.86685599409307,Ajeromi-Ifelodun,6.4603,3.3465,2021-09,0.21625,43028.61719,278.7657380104065,25.73562954796688,2021,9,22.60169190395023
Alayabiagba,86.86685599409307,Ajeromi-Ifelodun,6.4505,3.3278,2021-09,0.195,68957.99219,278.7657380104065,25.73562954796688,2021,9,22.83664158828036
Tolu,86.86685599409307,Ajeromi-Ifelodun,6.4558,3.3421,2021-09,0.23135,37231.81641,278.7657380104065,25.73562954796688,2021,9,28.10350229054129
Ipaja,88.62226602934399,Alimosho,6.6167,3.2583,2021-09,0.40925,12306.83789,321.9014315605164,25.49547926584881,2021,9,26.640702223173935
Egbeda,88.62226602934399,Alimosho,6.6056,3.2654,2021-09,0.2359,18111.0625,321.9014315605164,25.49547926584881,2021,9,27.699222595580174
Idimu,88.62226602934399,Alimosho,6.6278,3.2701,2021-09,0.21195,15481.80957,321.9014315605164,25.49547926584881,2021,9,27.687782582050602
Akowonjo,88.62226602934399,Alimosho,6.6112,3.2527,2021-09,0.2442,16352.66016,321.9014315605164,25.49547926584881,2021,9,27.73655438148609
Abule Egba,88.21549304714732,Alimosho,6.6223,3.2478,2021-09,0.1997,7288.07666,332.3774576187134,25.444234148661337,2021,9,28.84649082369633
Festac Town,86.86685599409307,Amuwo-Odofin,6.4667,3.2833,2021-09,0.2376,6223.310059,319.0526509284973,25.73562954796688,2021,9,29.11920400979741
Satellite Town,86.86685599409307,Amuwo-Odofin,6.4503,3.2665,2021-09,0.3084,6147.958008,319.0526509284973,25.73562954796688,2021,9,30.528878924038864
Kirikiri,86.86685599409307,Amuwo-Odofin,6.4601,3.3002,2021-09,0.394,9774.135742,319.0526509284973,25.73562954796688,2021,9,27.424469352623085
Ijegun,86.86685599409307,Amuwo-Odofin,6.4725,3.2754,2021-09,0.18635,6560.378906,319.0526509284973,25.73562954796688,2021,9,30.21871919671474
Agboju,86.86685599409307,Amuwo-Odofin,6.4556,3.2908,2021-09,0.19145,5521.639648,319.0526509284973,25.73562954796688,2021,9,29.042960037119485
Apapa Wharf,86.73097514039578,Apapa,6.4389,3.3667,2021-09,0.1829,6621.325195,345.02043533325195,25.89104404449461,2021,9,28.136746241587023
Ijora Oloye,86.73097514039578,Apapa,6.4456,3.3554,2021-09,0.37205,10538.95508,345.02043533325195,25.89104404449461,2021,9,28.280889164092585
Olodi,86.73097514039578,Apapa,6.4321,3.3602,2021-09,0.0627,2067.273926,345.02043533325195,25.89104404449461,2021,9,23.57763498499101
Tincan Island,83.62097496220595,Apapa,6.4278,3.3501,2021-09,0.186025,1358.343505859375,313.76111602783203,27.283807373046898,2021,9,28.760792224563172
Sari Iganmu,86.73097514039578,Apapa,6.4403,3.3705,2021-09,0.1615,6621.325195,345.02043533325195,25.89104404449461,2021,9,28.48452308021122
Badagry Town,85.93646300994999,Badagry,6.4167,2.8833,2021-09,0.27175,1841.502441,246.79911756515503,25.83130283355717,2021,9,28.476666163831972
Topo,85.93646300994999,Badagry,6.4002,2.8701,2021-09,0.6352,581.0872192382812,126.1106457710266,25.83130283355717,2021,9,28.235518106446698
Ajido,85.93646300994999,Badagry,6.4256,2.8954,2021-09,0.6145,1825.1571044921875,246.79911756515503,25.83130283355717,2021,9,30.290305528550864
Iworo,85.93646300994999,Badagry,6.4103,2.8608,2021-09,0.67095,781.3859863,246.79911756515503,25.83130283355717,2021,9,27.161642805613628
Seme,85.93646300994999,Badagry,6.4301,2.9056,2021-09,0.45055,1364.1773681640625,277.31624126434326,25.83130283355717,2021,9,27.26437529
Epe Town,88.94554743378745,Epe,6.5833,3.9833,2021-09,0.186025,2684.831543,390.5340688228607,25.55773241255025,2021,9,28.578238678056277
Ejinrin,88.94554743378745,Epe,6.5701,3.9702,2021-09,0.49125,183.76519775390625,390.5340688228607,25.55773241255025,2021,9,28.150580556932972
Ise,88.94554743378745,Epe,6.5954,3.9956,2021-09,0.44895,1798.640137,390.5340688228607,25.55773241255025,2021,9,28.08109032569225
Odomola,88.94554743378745,Epe,6.5608,3.9603,2021-09,0.18985,326.5197754,390.5340688228607,25.55773241255025,2021,9,30.556969811062057
Agbowa,88.94554743378745,Epe,6.5756,3.9754,2021-09,0.078,1856.0240478515625,390.5340688228607,25.55773241255025,2021,9,27.027544349658527
Victoria Island,86.73097514039578,Eti-Osa,6.4286,3.4186,2021-09,0.2437,6075.92627,366.51155281066895,25.89104404449461,2021,9,27.84267052898784
Lekki Phase 1,83.62097496220595,Eti-Osa,6.4167,3.4667,2021-09,0.186025,2812.932617,326.47370195388794,27.283807373046898,2021,9,27.999718918304957
Ikoyi,86.73097514039578,Eti-Osa,6.4444,3.4333,2021-09,0.1923,6226.674316,366.51155281066895,25.89104404449461,2021,9,29.412464362995625
Ajah,83.62097496220595,Eti-Osa,6.4003,3.4832,2021-09,0.186025,2198.556641,126.1106457710266,27.283807373046898,2021,9,28.288154195822354
Sangotedo,83.62097496220595,Eti-Osa,6.3901,3.5005,2021-09,0.186025,1732.330566,126.1106457710266,27.283807373046898,2021,9,29.538154157142255
Ibeju,87.72530975,Ibeju-Lekki,6.4667,3.6667,2021-09,0.27575,721.3165893554686,333.03578639030457,25.749713749355863,2021,9,28.081517769535374
Lekki Free Zone,87.72530975,Ibeju-Lekki,6.4502,3.6832,2021-09,0.63325,730.3173828,333.03578639030457,25.749713749355863,2021,9,26.165969960374824
Akodo,87.78179524086079,Ibeju-Lekki,6.4756,3.6501,2021-09,0.3587,1351.589844,353.48078751564026,25.74892978668214,2021,9,29.20719012570556
Orimedu,87.72530975,Ibeju-Lekki,6.4603,3.6705,2021-09,0.4855,873.1000366210938,333.03578639030457,25.749713749355863,2021,9,29.477591748467578
Eleko,87.78179524086079,Ibeju-Lekki,6.4801,3.6408,2021-09,0.43215,1107.6112060546875,353.48078751564026,25.74892978668214,2021,9,27.04572256301818
Ogba,88.62226602934399,Ifako-Ijaye,6.6333,3.3333,2021-09,0.06325,12061.75391,334.0206013,25.49547926584881,2021,9,24.591923845481123
Iju Ishaga,88.62226602934399,Ifako-Ijaye,6.6502,3.3201,2021-09,0.22745,28389.60547,334.0206013,25.49547926584881,2021,9,29.625933313347694
Ojodu,88.62226602934399,Ifako-Ijaye,6.6403,3.3405,2021-09,0.14185,11477.36816,334.0206013,25.49547926584881,2021,9,25.237280611897123
Alagbado,88.49170001,Ifako-Ijaye,6.6601,3.3108,2021-09,0.1891,29026.18164,310.7747893333435,25.36892219119602,2021,9,30.34025418706222
Ijaiye,88.62226602934399,Ifako-Ijaye,6.6205,3.3254,2021-09,0.1061,18660.7168,334.0206013,25.49547926584881,2021,9,27.040021894059162
Maryland,88.69188554100808,Ikeja,6.575,3.365,2021-09,0.10175,25513,420.0317788124085,25.585990333557163,2021,9,24.816505155186995
Oregun,88.69188554100808,Ikeja,6.5667,3.3702,2021-09,0.11115,29538.03516,420.0317788124085,25.585990333557163,2021,9,24.789868254233088
Alausa,88.62226602934399,Ikeja,6.5833,3.3501,2021-09,0.14965,29430.25586,340.2152690887451,25.49547926584881,2021,9,27.12546949985218
Ojota,88.69188554100808,Ikeja,6.5603,3.3805,2021-09,0.05065,25997.7793,420.0317788124085,25.585990333557163,2021,9,24.86334621539986
Onigbongbo,88.69188554100808,Ikeja,6.5901,3.3608,2021-09,0.2593,25328.87695,420.0317788124085,25.585990333557163,2021,9,28.04593035579623
Odogunyan,89.12899873057134,Ikorodu,6.6833,3.5167,2021-09,0.18015,3052.742188,299.59115982055664,25.40418694814053,2021,9,29.803870552026986
Igbogbo,89.12899873057134,Ikorodu,6.6702,3.5301,2021-09,0.2003,3572.070801,299.59115982055664,25.40418694814053,2021,9,27.713777622431092
Imota,89.4409956,Ikorodu,6.6603,3.5505,2021-09,0.5591,1285.665527,322.16477513313293,25.35072557661277,2021,9,27.926566619195967
Ijede,89.12899873057134,Ikorodu,6.6901,3.5408,2021-09,0.25845,1270.9117431640625,299.59115982055664,25.40418694814053,2021,9,27.81515778370552
Agura,89.12899873057134,Ikorodu,6.6756,3.5203,2021-09,0.23025,3621.723633,299.59115982055664,25.40418694814053,2021,9,28.953174019986044
Ketu,88.69188554100808,Kosofe,6.5833,3.3833,2021-09,0.06115,25533.94531,420.0317788124085,25.585990333557163,2021,9,27.873074790743914
Mile 12,88.69188554100808,Kosofe,6.5702,3.3901,2021-09,0.09535,16760.66211,420.0317788124085,25.585990333557163,2021,9,24.295491629119038
Ojodu Berger,88.69188554100808,Kosofe,6.5903,3.3705,2021-09,0.16685,22570.35742,420.0317788124085,25.585990333557163,2021,9,28.19278264755891
Magodo,88.69188554100808,Kosofe,6.6001,3.3608,2021-09,0.17195,28963.81055,365.73197078704834,25.585990333557163,2021,9,30.451053163574358
Alapere,88.69188554100808,Kosofe,6.5656,3.3954,2021-09,0.2056,17359.45313,420.0317788124085,25.585990333557163,2021,9,29.240154174501306
Idumota,87.70195604345432,Lagos Island,6.4556,3.4,2021-09,0.12045,15736.19824,347.8968253135681,25.77380500369605,2021,9,25.59544646966348
Ebute Elefun,87.70195604345432,Lagos Island,6.4503,3.4102,2021-09,0.22575,15303.74219,388.7579791545868,25.77380500369605,2021,9,27.77489343232716
Isale Eko,87.70195604345432,Lagos Island,6.4601,3.3954,2021-09,0.2106,10023.75195,347.8968253135681,25.77380500369605,2021,9,26.963940712038465
Obalende,86.73097514039578,Lagos Island,6.4456,3.4205,2021-09,0.38495,6374.598633,366.51155281066895,25.89104404449461,2021,9,27.338285799134205
Dolphin Estate,87.70195604345432,Lagos Island,6.4654,3.4056,2021-09,0.186025,3760.239013671875,388.7579791545868,25.77380500369605,2021,9,28.582167967252655
Yaba,87.70195604345432,Lagos Mainland,6.5167,3.3833,2021-09,0.2629,17687.57617,439.7798214,25.77380500369605,2021,9,28.098241540245724
Ebute Metta,87.70195604345432,Lagos Mainland,6.5002,3.3901,2021-09,0.1248,16753.43164,439.7798214,25.77380500369605,2021,9,24.350194381107123
Iwaya,87.70195604345432,Lagos Mainland,6.5103,3.3705,2021-09,0.1188,25421.75391,439.7798214,25.77380500369605,2021,9,25.429377002419912
Makoko,87.70195604345432,Lagos Mainland,6.4901,3.4008,2021-09,0.186025,7810.135742,388.7579791545868,25.77380500369605,2021,9,28.77971854
Otto,87.70195604345432,Lagos Mainland,6.5205,3.3603,2021-09,0.1162,27635.09375,439.7798214,25.77380500369605,2021,9,26.339574419958783
Idi Araba,86.86685599409307,Mushin,6.5333,3.3333,2021-09,0.0975,63879.60156,395.9433784484863,25.73562954796688,2021,9,22.470731827297346
Itire,86.86685599409307,Mushin,6.5202,3.3401,2021-09,0.036,26604.125,395.9433784484863,25.73562954796688,2021,9,25.377723256810672
Ilupeju,86.86685599409307,Mushin,6.5403,3.3505,2021-09,0.09385,55856.90234,395.9433784484863,25.73562954796688,2021,9,21.968735626141026
Papa Ajao,86.86685599409307,Mushin,6.5301,3.3208,2021-09,0.20205,32508.74414,395.9433784484863,25.73562954796688,2021,9,30.378557705448316
Ladipo,86.86685599409307,Mushin,6.5105,3.3303,2021-09,0.0391,29023.78516,395.9433784484863,25.73562954796688,2021,9,24.72179490957005
Iba,87.00885070442793,Ojo,6.4667,3.2167,2021-09,0.54405,4076.252441,334.15900325775146,25.648902659946145,2021,9,27.619751919717295
Okokomaiko,87.00885070442793,Ojo,6.4502,3.2001,2021-09,0.22845,6108.10791,334.15900325775146,25.648902659946145,2021,9,27.124787685409004
Ajangbadi,87.00885070442793,Ojo,6.4756,3.2305,2021-09,0.413,2386.742431640625,334.15900325775146,25.648902659946145,2021,9,27.14878489105151
Ilogbo,87.00885070442793,Ojo,6.4603,3.2108,2021-09,0.30685,8872.575195,334.15900325775146,25.648902659946145,2021,9,28.97901948296149
Shibiri,87.00885070442793,Ojo,6.4801,3.2254,2021-09,0.4862,2386.742431640625,334.15900325775146,25.648902659946145,2021,9,27.44938842512862
Isolo,86.86685599409307,Oshodi-Isolo,6.5333,3.3167,2021-09,0.18525,22774.2832,395.9433784484863,25.73562954796688,2021,9,28.56713267674771
Ejigbo,88.62226602934399,Oshodi-Isolo,6.5502,3.3101,2021-09,0.1789,13347.73047,340.2152690887451,25.49547926584881,2021,9,27.12913602543379
Okota,86.86685599409307,Oshodi-Isolo,6.5203,3.3205,2021-09,0.1737,24174.91211,395.9433784484863,25.73562954796688,2021,9,29.37570167055745
Mafoluku,86.86685599409307,Oshodi-Isolo,6.5401,3.3308,2021-09,0.1529,40985.85938,395.9433784484863,25.73562954796688,2021,9,29.060754007089585
Ajao Estate,86.86685599409307,Oshodi-Isolo,6.5305,3.3003,2021-09,0.2785,20912.54492,334.4270672798157,25.73562954796688,2021,9,30.553135084304998
Bariga,87.70195604345432,Shomolu,6.5333,3.3833,2021-09,0.06465,30146.36328,439.7798214,25.77380500369605,2021,9,25.058084072464165
Gbagada,87.70195604345432,Shomolu,6.5202,3.3901,2021-09,0.14545,17687.57617,439.7798214,25.77380500369605,2021,9,25.880256358694492
Abule Ijesha,87.70195604345432,Shomolu,6.5403,3.3705,2021-09,0.06485,37081.16797,439.7798214,25.77380500369605,2021,9,25.33138683419379
